dataset,model,method_a,method_b,intersection_count,union_count,jaccard,comparison_scope
homecredit_model_stability_2024,lr,iv_woe,iv_woe,20,20,1,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,iv_woe,legacy_rf_relevance_corr,7,33,0.212121212121212,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,iv_woe,llm,3,37,0.0810810810810811,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,iv_woe,mrmr_mutual_information,1,39,0.0256410256410256,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,iv_woe,random_k,1,39,0.0256410256410256,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,iv_woe,rfe_catboost,4,36,0.111111111111111,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,iv_woe,stable_core_llm_fill,5,35,0.142857142857143,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,legacy_rf_relevance_corr,catboost_shap,5,35,0.142857142857143,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,legacy_rf_relevance_corr,full_features,20,1959,0.0102092904543134,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,legacy_rf_relevance_corr,iv_then_boruta,18,235,0.0765957446808511,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,legacy_rf_relevance_corr,iv_woe,7,33,0.212121212121212,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,legacy_rf_relevance_corr,legacy_rf_relevance_corr,20,20,1,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,legacy_rf_relevance_corr,llm,4,36,0.111111111111111,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,legacy_rf_relevance_corr,mrmr_mutual_information,1,39,0.0256410256410256,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,legacy_rf_relevance_corr,random_k,0,40,0,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,legacy_rf_relevance_corr,rfe_catboost,7,33,0.212121212121212,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,legacy_rf_relevance_corr,stable_core_llm_fill,15,25,0.6,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,llm,catboost_shap,1,39,0.0256410256410256,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,llm,full_features,20,1959,0.0102092904543134,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,llm,iv_then_boruta,15,238,0.0630252100840336,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,llm,iv_woe,3,37,0.0810810810810811,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,llm,legacy_rf_relevance_corr,4,36,0.111111111111111,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,llm,llm,20,20,1,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,llm,mrmr_mutual_information,1,39,0.0256410256410256,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,llm,random_k,0,40,0,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,llm,rfe_catboost,1,39,0.0256410256410256,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,llm,stable_core_llm_fill,9,31,0.290322580645161,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,mrmr_mutual_information,catboost_shap,1,39,0.0256410256410256,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,mrmr_mutual_information,full_features,20,1959,0.0102092904543134,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,mrmr_mutual_information,iv_then_boruta,6,247,0.0242914979757085,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,mrmr_mutual_information,iv_woe,1,39,0.0256410256410256,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,mrmr_mutual_information,legacy_rf_relevance_corr,1,39,0.0256410256410256,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,mrmr_mutual_information,llm,1,39,0.0256410256410256,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,mrmr_mutual_information,mrmr_mutual_information,20,20,1,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,mrmr_mutual_information,random_k,1,39,0.0256410256410256,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,mrmr_mutual_information,rfe_catboost,0,40,0,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,mrmr_mutual_information,stable_core_llm_fill,1,39,0.0256410256410256,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,random_k,catboost_shap,0,40,0,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,random_k,full_features,20,1959,0.0102092904543134,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,random_k,iv_then_boruta,2,251,0.00796812749003984,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,random_k,iv_woe,1,39,0.0256410256410256,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,random_k,legacy_rf_relevance_corr,0,40,0,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,random_k,llm,0,40,0,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,random_k,mrmr_mutual_information,1,39,0.0256410256410256,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,random_k,random_k,20,20,1,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,random_k,rfe_catboost,0,40,0,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,random_k,stable_core_llm_fill,0,40,0,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,rfe_catboost,catboost_shap,7,33,0.212121212121212,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,rfe_catboost,full_features,20,1959,0.0102092904543134,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,rfe_catboost,iv_then_boruta,18,235,0.0765957446808511,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,rfe_catboost,iv_woe,4,36,0.111111111111111,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,rfe_catboost,legacy_rf_relevance_corr,7,33,0.212121212121212,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,rfe_catboost,llm,1,39,0.0256410256410256,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,rfe_catboost,mrmr_mutual_information,0,40,0,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,rfe_catboost,random_k,0,40,0,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,rfe_catboost,rfe_catboost,20,20,1,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,rfe_catboost,stable_core_llm_fill,5,35,0.142857142857143,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,stable_core_llm_fill,catboost_shap,3,37,0.0810810810810811,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,stable_core_llm_fill,full_features,20,1959,0.0102092904543134,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,stable_core_llm_fill,iv_then_boruta,17,236,0.0720338983050847,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,stable_core_llm_fill,iv_woe,5,35,0.142857142857143,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,stable_core_llm_fill,legacy_rf_relevance_corr,15,25,0.6,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,stable_core_llm_fill,llm,9,31,0.290322580645161,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,stable_core_llm_fill,mrmr_mutual_information,1,39,0.0256410256410256,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,stable_core_llm_fill,random_k,0,40,0,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,stable_core_llm_fill,rfe_catboost,5,35,0.142857142857143,within-dataset compatible original-feature universe
homecredit_model_stability_2024,lr,stable_core_llm_fill,stable_core_llm_fill,20,20,1,within-dataset compatible original-feature universe
lendingclub_v2,catboost,boruta,boruta,40,40,1,within-dataset compatible original-feature universe
lendingclub_v2,catboost,boruta,domain_rule_baseline,2,78,0.0256410256410256,within-dataset compatible original-feature universe
lendingclub_v2,catboost,boruta,llm,6,74,0.0810810810810811,within-dataset compatible original-feature universe
lendingclub_v2,catboost,boruta,llm_then_boruta,26,54,0.481481481481481,within-dataset compatible original-feature universe
lendingclub_v2,catboost,boruta,llm_then_mrmr,7,73,0.0958904109589041,within-dataset compatible original-feature universe
lendingclub_v2,catboost,boruta,mrmr,6,74,0.0810810810810811,within-dataset compatible original-feature universe
lendingclub_v2,catboost,boruta,pca,0,80,0,within-dataset compatible original-feature universe
lendingclub_v2,catboost,boruta,stable_core_llm_fill,8,72,0.111111111111111,within-dataset compatible original-feature universe
lendingclub_v2,catboost,domain_rule_baseline,boruta,2,78,0.0256410256410256,within-dataset compatible original-feature universe
lendingclub_v2,catboost,domain_rule_baseline,domain_rule_baseline,40,40,1,within-dataset compatible original-feature universe
lendingclub_v2,catboost,domain_rule_baseline,llm,2,78,0.0256410256410256,within-dataset compatible original-feature universe
lendingclub_v2,catboost,domain_rule_baseline,llm_then_boruta,2,78,0.0256410256410256,within-dataset compatible original-feature universe
lendingclub_v2,catboost,domain_rule_baseline,llm_then_mrmr,0,80,0,within-dataset compatible original-feature universe
lendingclub_v2,catboost,domain_rule_baseline,mrmr,1,79,0.0126582278481013,within-dataset compatible original-feature universe
lendingclub_v2,catboost,domain_rule_baseline,pca,0,80,0,within-dataset compatible original-feature universe
lendingclub_v2,catboost,domain_rule_baseline,stable_core_llm_fill,1,79,0.0126582278481013,within-dataset compatible original-feature universe
lendingclub_v2,catboost,llm,boruta,6,74,0.0810810810810811,within-dataset compatible original-feature universe
lendingclub_v2,catboost,llm,domain_rule_baseline,2,78,0.0256410256410256,within-dataset compatible original-feature universe
lendingclub_v2,catboost,llm,llm,40,40,1,within-dataset compatible original-feature universe
lendingclub_v2,catboost,llm,llm_then_boruta,8,72,0.111111111111111,within-dataset compatible original-feature universe
lendingclub_v2,catboost,llm,llm_then_mrmr,13,67,0.194029850746269,within-dataset compatible original-feature universe
lendingclub_v2,catboost,llm,mrmr,11,69,0.159420289855072,within-dataset compatible original-feature universe
lendingclub_v2,catboost,llm,pca,0,80,0,within-dataset compatible original-feature universe
lendingclub_v2,catboost,llm,stable_core_llm_fill,14,66,0.212121212121212,within-dataset compatible original-feature universe
lendingclub_v2,catboost,llm_then_boruta,boruta,26,54,0.481481481481481,within-dataset compatible original-feature universe
lendingclub_v2,catboost,llm_then_boruta,domain_rule_baseline,2,78,0.0256410256410256,within-dataset compatible original-feature universe
lendingclub_v2,catboost,llm_then_boruta,llm,8,72,0.111111111111111,within-dataset compatible original-feature universe
lendingclub_v2,catboost,llm_then_boruta,llm_then_boruta,40,40,1,within-dataset compatible original-feature universe
lendingclub_v2,catboost,llm_then_boruta,llm_then_mrmr,12,68,0.176470588235294,within-dataset compatible original-feature universe
lendingclub_v2,catboost,llm_then_boruta,mrmr,9,71,0.126760563380282,within-dataset compatible original-feature universe
lendingclub_v2,catboost,llm_then_boruta,pca,0,80,0,within-dataset compatible original-feature universe
lendingclub_v2,catboost,llm_then_boruta,stable_core_llm_fill,11,69,0.159420289855072,within-dataset compatible original-feature universe
lendingclub_v2,catboost,llm_then_mrmr,boruta,7,73,0.0958904109589041,within-dataset compatible original-feature universe
lendingclub_v2,catboost,llm_then_mrmr,domain_rule_baseline,0,80,0,within-dataset compatible original-feature universe
lendingclub_v2,catboost,llm_then_mrmr,llm,13,67,0.194029850746269,within-dataset compatible original-feature universe
lendingclub_v2,catboost,llm_then_mrmr,llm_then_boruta,12,68,0.176470588235294,within-dataset compatible original-feature universe
lendingclub_v2,catboost,llm_then_mrmr,llm_then_mrmr,40,40,1,within-dataset compatible original-feature universe
lendingclub_v2,catboost,llm_then_mrmr,mrmr,31,49,0.63265306122449,within-dataset compatible original-feature universe
lendingclub_v2,catboost,llm_then_mrmr,pca,0,80,0,within-dataset compatible original-feature universe
lendingclub_v2,catboost,llm_then_mrmr,stable_core_llm_fill,34,46,0.739130434782609,within-dataset compatible original-feature universe
lendingclub_v2,catboost,mrmr,boruta,6,74,0.0810810810810811,within-dataset compatible original-feature universe
lendingclub_v2,catboost,mrmr,domain_rule_baseline,1,79,0.0126582278481013,within-dataset compatible original-feature universe
lendingclub_v2,catboost,mrmr,llm,11,69,0.159420289855072,within-dataset compatible original-feature universe
lendingclub_v2,catboost,mrmr,llm_then_boruta,9,71,0.126760563380282,within-dataset compatible original-feature universe
lendingclub_v2,catboost,mrmr,llm_then_mrmr,31,49,0.63265306122449,within-dataset compatible original-feature universe
lendingclub_v2,catboost,mrmr,mrmr,40,40,1,within-dataset compatible original-feature universe
lendingclub_v2,catboost,mrmr,pca,0,80,0,within-dataset compatible original-feature universe
lendingclub_v2,catboost,mrmr,stable_core_llm_fill,35,45,0.777777777777778,within-dataset compatible original-feature universe
lendingclub_v2,catboost,pca,boruta,0,80,0,within-dataset compatible original-feature universe
lendingclub_v2,catboost,pca,domain_rule_baseline,0,80,0,within-dataset compatible original-feature universe
lendingclub_v2,catboost,pca,llm,0,80,0,within-dataset compatible original-feature universe
lendingclub_v2,catboost,pca,llm_then_boruta,0,80,0,within-dataset compatible original-feature universe
lendingclub_v2,catboost,pca,llm_then_mrmr,0,80,0,within-dataset compatible original-feature universe
lendingclub_v2,catboost,pca,mrmr,0,80,0,within-dataset compatible original-feature universe
lendingclub_v2,catboost,pca,pca,40,40,1,within-dataset compatible original-feature universe
lendingclub_v2,catboost,pca,stable_core_llm_fill,0,80,0,within-dataset compatible original-feature universe
lendingclub_v2,catboost,stable_core_llm_fill,boruta,8,72,0.111111111111111,within-dataset compatible original-feature universe
lendingclub_v2,catboost,stable_core_llm_fill,domain_rule_baseline,1,79,0.0126582278481013,within-dataset compatible original-feature universe
lendingclub_v2,catboost,stable_core_llm_fill,llm,14,66,0.212121212121212,within-dataset compatible original-feature universe
lendingclub_v2,catboost,stable_core_llm_fill,llm_then_boruta,11,69,0.159420289855072,within-dataset compatible original-feature universe
lendingclub_v2,catboost,stable_core_llm_fill,llm_then_mrmr,34,46,0.739130434782609,within-dataset compatible original-feature universe
lendingclub_v2,catboost,stable_core_llm_fill,mrmr,35,45,0.777777777777778,within-dataset compatible original-feature universe
lendingclub_v2,catboost,stable_core_llm_fill,pca,0,80,0,within-dataset compatible original-feature universe
lendingclub_v2,catboost,stable_core_llm_fill,stable_core_llm_fill,40,40,1,within-dataset compatible original-feature universe
lendingclub_v2,lr,boruta,boruta,20,20,1,within-dataset compatible original-feature universe
lendingclub_v2,lr,boruta,domain_rule_baseline,0,40,0,within-dataset compatible original-feature universe
lendingclub_v2,lr,boruta,llm,2,38,0.0526315789473684,within-dataset compatible original-feature universe
lendingclub_v2,lr,boruta,llm_then_boruta,3,37,0.0810810810810811,within-dataset compatible original-feature universe
lendingclub_v2,lr,boruta,llm_then_mrmr,2,38,0.0526315789473684,within-dataset compatible original-feature universe
lendingclub_v2,lr,boruta,mrmr,3,37,0.0810810810810811,within-dataset compatible original-feature universe
lendingclub_v2,lr,boruta,pca,0,40,0,within-dataset compatible original-feature universe
lendingclub_v2,lr,boruta,stable_core_llm_fill,3,37,0.0810810810810811,within-dataset compatible original-feature universe
lendingclub_v2,lr,domain_rule_baseline,boruta,0,40,0,within-dataset compatible original-feature universe
lendingclub_v2,lr,domain_rule_baseline,domain_rule_baseline,20,20,1,within-dataset compatible original-feature universe
lendingclub_v2,lr,domain_rule_baseline,llm,0,40,0,within-dataset compatible original-feature universe
lendingclub_v2,lr,domain_rule_baseline,llm_then_boruta,0,40,0,within-dataset compatible original-feature universe
lendingclub_v2,lr,domain_rule_baseline,llm_then_mrmr,0,40,0,within-dataset compatible original-feature universe
lendingclub_v2,lr,domain_rule_baseline,mrmr,0,40,0,within-dataset compatible original-feature universe
lendingclub_v2,lr,domain_rule_baseline,pca,0,40,0,within-dataset compatible original-feature universe
lendingclub_v2,lr,domain_rule_baseline,stable_core_llm_fill,0,40,0,within-dataset compatible original-feature universe
lendingclub_v2,lr,llm,boruta,2,38,0.0526315789473684,within-dataset compatible original-feature universe
lendingclub_v2,lr,llm,domain_rule_baseline,0,40,0,within-dataset compatible original-feature universe
lendingclub_v2,lr,llm,llm,20,20,1,within-dataset compatible original-feature universe
lendingclub_v2,lr,llm,llm_then_boruta,7,33,0.212121212121212,within-dataset compatible original-feature universe
lendingclub_v2,lr,llm,llm_then_mrmr,5,35,0.142857142857143,within-dataset compatible original-feature universe
lendingclub_v2,lr,llm,mrmr,2,38,0.0526315789473684,within-dataset compatible original-feature universe
lendingclub_v2,lr,llm,pca,0,40,0,within-dataset compatible original-feature universe
lendingclub_v2,lr,llm,stable_core_llm_fill,2,38,0.0526315789473684,within-dataset compatible original-feature universe
lendingclub_v2,lr,llm_then_boruta,boruta,3,37,0.0810810810810811,within-dataset compatible original-feature universe
lendingclub_v2,lr,llm_then_boruta,domain_rule_baseline,0,40,0,within-dataset compatible original-feature universe
lendingclub_v2,lr,llm_then_boruta,llm,7,33,0.212121212121212,within-dataset compatible original-feature universe
lendingclub_v2,lr,llm_then_boruta,llm_then_boruta,20,20,1,within-dataset compatible original-feature universe
lendingclub_v2,lr,llm_then_boruta,llm_then_mrmr,8,32,0.25,within-dataset compatible original-feature universe
lendingclub_v2,lr,llm_then_boruta,mrmr,3,37,0.0810810810810811,within-dataset compatible original-feature universe
lendingclub_v2,lr,llm_then_boruta,pca,0,40,0,within-dataset compatible original-feature universe
lendingclub_v2,lr,llm_then_boruta,stable_core_llm_fill,3,37,0.0810810810810811,within-dataset compatible original-feature universe
lendingclub_v2,lr,llm_then_mrmr,boruta,2,38,0.0526315789473684,within-dataset compatible original-feature universe
lendingclub_v2,lr,llm_then_mrmr,domain_rule_baseline,0,40,0,within-dataset compatible original-feature universe
lendingclub_v2,lr,llm_then_mrmr,llm,5,35,0.142857142857143,within-dataset compatible original-feature universe
lendingclub_v2,lr,llm_then_mrmr,llm_then_boruta,8,32,0.25,within-dataset compatible original-feature universe
lendingclub_v2,lr,llm_then_mrmr,llm_then_mrmr,20,20,1,within-dataset compatible original-feature universe
lendingclub_v2,lr,llm_then_mrmr,mrmr,7,33,0.212121212121212,within-dataset compatible original-feature universe
lendingclub_v2,lr,llm_then_mrmr,pca,0,40,0,within-dataset compatible original-feature universe
lendingclub_v2,lr,llm_then_mrmr,stable_core_llm_fill,7,33,0.212121212121212,within-dataset compatible original-feature universe
lendingclub_v2,lr,mrmr,boruta,3,37,0.0810810810810811,within-dataset compatible original-feature universe
lendingclub_v2,lr,mrmr,domain_rule_baseline,0,40,0,within-dataset compatible original-feature universe
lendingclub_v2,lr,mrmr,llm,2,38,0.0526315789473684,within-dataset compatible original-feature universe
lendingclub_v2,lr,mrmr,llm_then_boruta,3,37,0.0810810810810811,within-dataset compatible original-feature universe
lendingclub_v2,lr,mrmr,llm_then_mrmr,7,33,0.212121212121212,within-dataset compatible original-feature universe
lendingclub_v2,lr,mrmr,mrmr,20,20,1,within-dataset compatible original-feature universe
lendingclub_v2,lr,mrmr,pca,0,40,0,within-dataset compatible original-feature universe
lendingclub_v2,lr,mrmr,stable_core_llm_fill,18,22,0.818181818181818,within-dataset compatible original-feature universe
lendingclub_v2,lr,pca,boruta,0,40,0,within-dataset compatible original-feature universe
lendingclub_v2,lr,pca,domain_rule_baseline,0,40,0,within-dataset compatible original-feature universe
lendingclub_v2,lr,pca,llm,0,40,0,within-dataset compatible original-feature universe
lendingclub_v2,lr,pca,llm_then_boruta,0,40,0,within-dataset compatible original-feature universe
lendingclub_v2,lr,pca,llm_then_mrmr,0,40,0,within-dataset compatible original-feature universe
lendingclub_v2,lr,pca,mrmr,0,40,0,within-dataset compatible original-feature universe
lendingclub_v2,lr,pca,pca,20,20,1,within-dataset compatible original-feature universe
lendingclub_v2,lr,pca,stable_core_llm_fill,0,40,0,within-dataset compatible original-feature universe
lendingclub_v2,lr,stable_core_llm_fill,boruta,3,37,0.0810810810810811,within-dataset compatible original-feature universe
lendingclub_v2,lr,stable_core_llm_fill,domain_rule_baseline,0,40,0,within-dataset compatible original-feature universe
lendingclub_v2,lr,stable_core_llm_fill,llm,2,38,0.0526315789473684,within-dataset compatible original-feature universe
lendingclub_v2,lr,stable_core_llm_fill,llm_then_boruta,3,37,0.0810810810810811,within-dataset compatible original-feature universe
lendingclub_v2,lr,stable_core_llm_fill,llm_then_mrmr,7,33,0.212121212121212,within-dataset compatible original-feature universe
lendingclub_v2,lr,stable_core_llm_fill,mrmr,18,22,0.818181818181818,within-dataset compatible original-feature universe
lendingclub_v2,lr,stable_core_llm_fill,pca,0,40,0,within-dataset compatible original-feature universe
lendingclub_v2,lr,stable_core_llm_fill,stable_core_llm_fill,20,20,1,within-dataset compatible original-feature universe
