path,category,size_bytes,sha256_or_directory_digest,reason,replacement_path,registry_references,manifest_references,pending_task_dependency,deletion_confidence
results/research_summary/migrations/final_pre_prompt4_stability_repair_v2/staged,MIGRATION_BACKUP,35220,02810621503be5102df1fea61dfe7b60d2ab2edbc0a914c7077c2c235e170554,completed migration payload; compact manifests retained,results/research_summary/migrations/final_pre_prompt4_stability_repair_v2,,,NO,HIGH
results/research_summary/migrations/registry_artifact_identity_migration_v1_20260629T133634Z,MIGRATION_BACKUP,487569,71dcea1f0b685a95f6e491c1ac4156a918bee26f4a5a3c7245dd963c7822076d,failed preliminary migration contains backup payload only,results/research_summary,,,NO,HIGH
results/research_summary/migrations/registry_artifact_identity_migration_v1_20260629T133751Z,MIGRATION_BACKUP,487569,71dcea1f0b685a95f6e491c1ac4156a918bee26f4a5a3c7245dd963c7822076d,failed preliminary migration contains backup payload only,results/research_summary,,,NO,HIGH
results/research_summary/migrations/registry_artifact_identity_migration_v1_20260629T134550Z/backups,MIGRATION_BACKUP,487569,9b8e6f51f438cbb59825b3af69fd7fef8c2c924940762a2d7a72902552e02f91,completed migration payload; compact manifests retained,results/research_summary/migrations/registry_artifact_identity_migration_v1_20260629T134550Z,,,NO,HIGH
results/research_summary/migrations/registry_artifact_identity_migration_v1_20260629T134725Z/backups,MIGRATION_BACKUP,487569,9b8e6f51f438cbb59825b3af69fd7fef8c2c924940762a2d7a72902552e02f91,completed migration payload; compact manifests retained,results/research_summary/migrations/registry_artifact_identity_migration_v1_20260629T134725Z,,,NO,HIGH
results/research_summary/migrations/registry_artifact_identity_migration_v1_20260629T135128Z/backups,MIGRATION_BACKUP,515168,6d1360b3ab87b3dfa1056f783c9ab7ccaeb3299e402a5440c39b4b76cdb38d34,completed migration payload; compact manifests retained,results/research_summary/migrations/registry_artifact_identity_migration_v1_20260629T135128Z,,,NO,HIGH
results/research_summary/migrations/registry_artifact_identity_migration_v1_20260704T060945Z/backups,MIGRATION_BACKUP,313762,97fc4ad2464d6d89d65857011dc30ab515b57deaad1e70c62adc50c6238b654b,completed migration payload; compact manifests retained,results/research_summary/migrations/registry_artifact_identity_migration_v1_20260704T060945Z,,,NO,HIGH
run_experiment.py,UNUSED_CODE,4438,3a0da4dba3b29ed4b88888e4103c4103bb31312b8a9ffbf12c3bb47b874a21fc,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
RUNS.md,UNUSED_CODE,6114,11191a68288914f97e4ee2536274d5f3507d4c052b63f9caabf70cc862c97a9a,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/__pycache__,TEMPORARY_OR_CACHE,1315498,65114321bbe8b96f9bd8e689bce763eb1c704dfecb114605de1e26f15be4bf31,generated cache or runtime output,,,,NO,HIGH
scripts/audit_clip_v2.py,UNUSED_CODE,4927,09793ef126c96d666396a8be84de165d13f41318d73b2e1d4b4bea6566a36054,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/build_clip_contrastive_data.py,UNUSED_CODE,3284,d7fcd117b880807fcd35e8ce1552e4de4c264d410c7e8459b58b9a77edd75e29,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/build_clip_final_analysis.py,UNUSED_CODE,45961,387244ff90d728bc1aa8fe36f34a578e553382e3a3575f5bd37b53c8b77486dd,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/build_clip_final_report_figures.py,UNUSED_CODE,17425,6fb66c5cabb4515e23cde311b1f7dcbb270cfee8ad26b5de7b53760e46e806a2,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/build_clip_statistical_baseline.py,UNUSED_CODE,2327,3321dd12d5674242240b343e318c463a680517ea53b4d1949e4da4026f95eec7,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/build_clip_v2_contrastive_data.py,UNUSED_CODE,3438,2084f7eca467dedcf1e07f293a56ff2caeccbbed7e591a9dbca5f1be855b91bd,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/build_clip_v2_final_analysis.py,UNUSED_CODE,34870,4bf44a9abcda3f79752d94f496caad4a5ab68306319a8e48aee720f83ff9603c,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/build_review_support_artifacts.py,UNUSED_CODE,10351,972899f548e167ed99bca590e7f99d11e8e730996c765ecb0834d730b3ad74fa,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/check_research_setup.py,UNUSED_CODE,6935,c7ce9be405dc05d587dcb0ea8834d99b5fafc1fb20536faff5b1f40ad51160a9,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/finalize_corrected_homecredit_clip.py,UNUSED_CODE,13933,5ba485cee4bfe15d0403a3b673c065c4dd536c9e537a2d47191ce3e6d3d8c38a,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/freeze_clip_v1.py,UNUSED_CODE,1325,be769834ad2a13bae0562cc683a847e0ebcf4287649fe3cfb7374c625e508372,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/migrate_registry_artifact_integrity.py,UNUSED_CODE,12503,73e4596e9c1dd81b006ce0835b3459965cd194c85d0956cc5bffa26d63ced494,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/plan_clip_v2_ablation.py,UNUSED_CODE,1053,66abf420861f54335ca2201afa01dc0e941fbc113db17e91c9049d769d23143a,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/rebuild_clip_evaluation_aggregates.py,UNUSED_CODE,2840,5b855020f3ed8110cedf912a45c1ea40c24d17a7e87c7ed16c6ea03f1b4de536,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/rebuild_clip_v2_evaluation_aggregates.py,UNUSED_CODE,8403,995b4d4ae47f4e0a92f54e4791e15407e1ff0b04c89b14f42e7190d5a4c7cd4f,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/repair_reverse_transfer_stability.py,UNUSED_CODE,427,fe2004664999cda9ab6a411dc1d691d35708f245f093a793469de402595738c6,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/run_all_experiments.py,UNUSED_CODE,246,a7b325c8e3597f3cb0e4402041dd75f35e1306816c66271b6084899480366f99,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/run_clip_final_evaluation.py,UNUSED_CODE,62800,5776e14bca55ca9d97661940a411c085ce663f9311774da2e597769565426399,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/run_clip_v2_final_evaluation.py,UNUSED_CODE,21847,7a28b6d1f28f583129f959a96aeb1b6e0939536fd1b68c18635e37df42f93eda,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/run_clip_v2_pipeline.py,UNUSED_CODE,23970,e63dca5d802b324a543f1d823206d8e586e6c7f734bed17241b8f75ef5254bfa,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/run_corrected_reverse_transfer_all.ps1,UNUSED_CODE,17042,df43999a7251b59af64ce38f07887af9cfcf81a185ea5ea9164da4d19f6624cf,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/run_hybrid_comparison.py,UNUSED_CODE,256,06da53001f3524d27b149fedbecc995c15ddf44f0bc191065f9fb9dfa83964bc,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/run_llm_vs_statistical.py,UNUSED_CODE,257,27cc08741d10a2a5a393262a3ff872cc279e98d846867eae0e4a29aab7d1d6de,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/run_single_experiment.py,UNUSED_CODE,256,658a0f5e7fae0769e51721300a5f48a1a2ee4c1581638e4e474ebd47c58835f1,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/run_statistical_comparison.py,UNUSED_CODE,260,2807ea021d4881a7daf4d7d572a45e2a4d32a430fd64750d6f4c9af7acf9ac5c,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/strengthen_final_report_artifacts.py,UNUSED_CODE,24859,546c507bf80d0b2658d2a318628b8836889a74a296c94b7ca5065190e2be3f48,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/train_clip_encoder.py,UNUSED_CODE,13256,91eedbb4f74ec9c12f06d1da2bd904c54c251840d7f054c232fb5beca66c8f88,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/train_clip_v2_encoder.py,UNUSED_CODE,4749,6d73fbd7d07928d8db9dff7598246d5f5d66c9998bf0211f5f683354d96c38a4,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/validate_clip_pairing_repair.py,UNUSED_CODE,21222,0efcc39000ef83573c79530bcd79dd8b66791df3237bf9401d2ca22f602fd88f,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/validate_clip_selector_integration.py,UNUSED_CODE,11641,71f4f5dba8007124976cbe14bcf716dc4698401c03fb1f7ca7d5ee45de2855bc,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
scripts/validate_clip_v2_selector_integration.py,UNUSED_CODE,3322,897d4569fd4ccc50e618e5b262f3680f88e1bf699d507d0a90a42f3946c504c7,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
src/credit_risk_fs/__pycache__,TEMPORARY_OR_CACHE,449,7bc41c370ba6ba085002d31b5eac518685507fd96fd4e7749b564c68e8d78ce9,generated cache or runtime output,,,,NO,HIGH
src/credit_risk_fs/clip/__pycache__,TEMPORARY_OR_CACHE,743259,50fd5b5dba319b7fefce1c497fef0927af231a6110a0811c34f93196b3be0d67,generated cache or runtime output,,,,NO,HIGH
src/credit_risk_fs/clip/evaluation_aggregation.py,UNUSED_CODE,34041,48cdad3f71f6196861e3db3b87c114f8c3d38d90cf807eba7fb2f18dcb8d27be,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
src/credit_risk_fs/clip/score_cache.py,UNUSED_CODE,5490,ea58f7288a0ad75f290d21299b7e1f4a22aea35a3e675932d7bd4a076606d34f,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
src/credit_risk_fs/clip/selector_adapter.py,UNUSED_CODE,6453,1466857ab293e94bc08675b292a49096ede10ae04c5915878ba6963d72370580,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
src/credit_risk_fs/clip/selector_validation.py,UNUSED_CODE,9760,c515a6e942a779ec1549e3bd7603046b508f22c235f01bcacbdc9ab687ef91e9,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
src/credit_risk_fs/clip/statistical_baseline.py,UNUSED_CODE,25700,fbdff3d5d1bdd58838e6968eb642c191090ef55c160d7e5963f38c3938f1b3c1,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
src/credit_risk_fs/clip/statistical_fields.py,UNUSED_CODE,8872,e4c011e6bb5023f2132e89aebe09e0631ef24734f66cfe2309930ae24acbce61,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
src/credit_risk_fs/clip/statistical_schema.py,UNUSED_CODE,1777,68cf128ac20f85347909baf45e27bcec93f445cd066ffbf52fedf1ec564c6f24,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
src/credit_risk_fs/clip/statistical_validation.py,UNUSED_CODE,9424,a5c0542eefd77cee976625cc8530bb65cd376b4cf0e039508cc57c7f354e0dfb,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
src/credit_risk_fs/clip/v1_freeze.py,UNUSED_CODE,14199,5b504d86c35208a24eb2802a14f08f2560801087186ac6657ead8945e54877fa,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
src/credit_risk_fs/data/__pycache__,TEMPORARY_OR_CACHE,23964,5613648b5272061a2fe76efcd04dea9ed7e5832222da9bed53111a986aff0386,generated cache or runtime output,,,,NO,HIGH
src/credit_risk_fs/evaluation/__pycache__,TEMPORARY_OR_CACHE,145560,bd92480647ea1977a63c7f3745fb43a91b105abd54243eb51a0a6eea82b4bf51,generated cache or runtime output,,,,NO,HIGH
src/credit_risk_fs/experiments/__pycache__,TEMPORARY_OR_CACHE,177651,7c1f684b2b8d0d5d39ef1eff7a4a49efb5c6707aacf42759d2946da99590c597,generated cache or runtime output,,,,NO,HIGH
src/credit_risk_fs/feature_engineering/__pycache__,TEMPORARY_OR_CACHE,1819,1e96e6b6350234fc39952fae64a545936102867252595c83f2b731530c2d9a29,generated cache or runtime output,,,,NO,HIGH
src/credit_risk_fs/feature_engineering/homecredit/__pycache__,TEMPORARY_OR_CACHE,27973,059615a2c5d3ff44a41bc86f5ec1a95ea6c308ad09db5af3826483fd4bf037b0,generated cache or runtime output,,,,NO,HIGH
src/credit_risk_fs/feature_engineering/lendingclub/__pycache__,TEMPORARY_OR_CACHE,64927,3102b6858ff80b115570faf0f975a46d989edab2cfd072a0113dfdd07562cfcf,generated cache or runtime output,,,,NO,HIGH
src/credit_risk_fs/feature_metadata/__pycache__,TEMPORARY_OR_CACHE,39135,794df0a8488a17fad474c970d6a5487200db633a27402b67d4518dee5b4e9fd9,generated cache or runtime output,,,,NO,HIGH
src/credit_risk_fs/models/__pycache__,TEMPORARY_OR_CACHE,131870,acdd9a0d3f503e18fdbff2d973c4a9510ce7d3b6e8278a6e54498dd0bf5220f8,generated cache or runtime output,,,,NO,HIGH
src/credit_risk_fs/pipelines/__pycache__,TEMPORARY_OR_CACHE,284356,d18abcd7490ae97a3e84065841f4e77aad6b730b87681992602a632a5182ded1,generated cache or runtime output,,,,NO,HIGH
src/credit_risk_fs/preprocessing/__pycache__,TEMPORARY_OR_CACHE,45863,46684ec11df715a1b82eeebcfa96882fa9aafcfa164af45f38217002f2cf5b7f,generated cache or runtime output,,,,NO,HIGH
src/credit_risk_fs/repairs/__init__.py,UNUSED_CODE,66,d1c0d50c424805a8788db727ea991fa65e91abc245d3a155e2efb4f736bc37ee,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
src/credit_risk_fs/repairs/__pycache__,TEMPORARY_OR_CACHE,19552,0728b33b3dacf38feb1dab60ce50ae3972a505366622c704cdbaefe6cce41e49,generated cache or runtime output,,,,NO,HIGH
src/credit_risk_fs/repairs/reverse_transfer_stability.py,UNUSED_CODE,18000,8516b280bb9db9b6356af3c3e6885833abc05e02be39805691c91dca33490358,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
src/credit_risk_fs/reporting/__pycache__,TEMPORARY_OR_CACHE,420929,5ddf55af87b328a4e027aa1f2350a6e857dc222b7765db520c6d989576bee1ce,generated cache or runtime output,,,,NO,HIGH
src/credit_risk_fs/selectors/__pycache__,TEMPORARY_OR_CACHE,199500,5c88c88aff918d4dd61665bdeb815bad21639a48d6b63b7773c0ef0fb3eb6833,generated cache or runtime output,,,,NO,HIGH
src/credit_risk_fs/selectors/clip_screening.py,UNUSED_CODE,3876,82707ada00d3649bcef539443b2d912cbd5a01c163e7779ff544f74b8a80efcc,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
src/credit_risk_fs/selectors/clip_then_mrmr.py,UNUSED_CODE,6062,0d79d448bde6cc7e4539250edbd73cda2d1d750e0c61aaf7d7a6e351fddc1acf,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
src/credit_risk_fs/utils/__pycache__,TEMPORARY_OR_CACHE,18244,a6a7255ec39bd3baa28dcfc8ab9caea8a62863113286eea31abd13ddfaf76f70,generated cache or runtime output,,,,NO,HIGH
test.py,UNUSED_CODE,150,4ad1f0a84d5b397b4163be5b4c3d4eab251f003cf7ecd1fd08251a1cba8ebe9e,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
tests/__pycache__,TEMPORARY_OR_CACHE,282544,a51993e1a9e45a02a6fb6a7140e538d383d46ef51d09072d5148ef5685386060,generated cache or runtime output,,,,NO,HIGH
tests/clip/__pycache__,TEMPORARY_OR_CACHE,614192,78434c777546b9d076087009866d713eb1aacb14415c39e02419695f62ab42dc,generated cache or runtime output,,,,NO,HIGH
tests/clip/conftest.py,UNUSED_CODE,797,225f2131204a155547533d4a032391b5535890499e1c09c3bbdc0d26a3c88eb3,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
tests/clip/test_clip_baseline_comparison.py,UNUSED_CODE,986,a7563e0fd21615f16a75b0b39a09f65a938a5ccc0119876636c888e4b7b68277,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
tests/clip/test_clip_evaluation_aggregation.py,UNUSED_CODE,7705,982f490e8bf7b375275c7bf52c0c0cbfcf663facd3435d7943bcc08e91cacbad,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
tests/clip/test_clip_final_analysis.py,UNUSED_CODE,2853,3bfc9b592430497bdcf4e1f5385038e5f25e1e2e67656492a815e7614a80d2e8,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
tests/clip/test_clip_final_evaluation_config.py,UNUSED_CODE,706,179674f7eb8cfd6f1394b42d2c1e6117502bbc49f86bc0cefae7d2b8daabd53a,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
tests/clip/test_clip_final_evaluation_recovery.py,UNUSED_CODE,4936,f46f813acf1d8845d821b010abe1a1b92467141e5c7ee198c7a42510f8946de5,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
tests/clip/test_clip_final_report_figures.py,UNUSED_CODE,1692,a660db225ab6853a4dc27dbf624f612d78c6dc65d5048bbe1f9dfe832ea8215f,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
tests/clip/test_clip_metric_consistency.py,UNUSED_CODE,518,f22b5fcabd7d8886c2273629b0dac60690e265e67710caf79403f39e56437c68,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
tests/clip/test_clip_prediction_artifacts.py,UNUSED_CODE,221,369c7610ce3865d80f85ee54f6ceb786736db34864a64f10c28befbe1221f85d,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
tests/clip/test_clip_selector_behavior.py,UNUSED_CODE,3182,51fdf3f18bd9d3e41a4e3f9c7684adf535a94d0f7a7cd09345af4cf220b6f50d,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
tests/clip/test_clip_selector_cache.py,UNUSED_CODE,1730,f9412e4bb281669d0a1b1b07556d2fdd39f76cdea4a0fe90a0a2cf9e57b3d0b7,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
tests/clip/test_clip_selector_integration.py,UNUSED_CODE,1201,75ccddd97d2a12b77ddc919d7d839c8b4e9a17351057cc0ca0f87c0d8fa374d9,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
tests/clip/test_clip_selector_registry.py,UNUSED_CODE,1170,be10f1cc1f8932029132986bd6ee881b76292360eaa46ab0eac4025d5bdfb866,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
tests/clip/test_clip_significance.py,UNUSED_CODE,455,4eaf5c8811d29a0d97f6b870246c39ce15ff2b3e9ff7b283a01d4ff8cdb183c1,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
tests/clip/test_clip_statistical_baseline.py,UNUSED_CODE,5387,035097cd754718ee2bba67d7c3510e967dec9a5e1c524a15fe0430a5e3797244,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
tests/clip/test_clip_statistical_external_validation.py,UNUSED_CODE,2341,6e869c3ed30dbaa6e1cc98d85cdc53fdeac3de033034596902bb7dbc8de54468,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
tests/clip/test_clip_statistical_fields.py,UNUSED_CODE,2511,a7be2841285860a79dda997a5f19d7aa9b4583c9f76ef4c81545fea78aee392d,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
tests/clip/test_clip_v1_freeze_and_v2_boundaries.py,UNUSED_CODE,7681,3681a3696aada62f313c229244946709b8dc6daa6f1823739e424c0174f98bd4,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
tests/clip/test_clip_v2_audit.py,UNUSED_CODE,1394,3c23e9ae4798982c6275572fdd7774e617a50aac5eb1de3b4323fe13331c6554,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
tests/clip/test_clip_v2_execution_pipeline.py,UNUSED_CODE,10603,4b6ce4fd4f34814d9dba9b8c12b6b48dd0cfda2de302dc653d6550d3d8960abe,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
tests/clip/test_clip_v2_pipeline_orchestrator.py,UNUSED_CODE,6418,b37bcd84cde064fe509fc966db78c1362040124b1853cff9a0e1bd754908ee5f,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
tests/clip/test_clip_v2_semantic_map.py,UNUSED_CODE,5017,ff08b5c3ee7f42bcd8ae281969da6e9be108695eb42b2cea58a127644a2c659a,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
tests/pipelines/__pycache__,TEMPORARY_OR_CACHE,207078,3caf9967f4fd09185ce5ae768a5fd8fbc9a8ebfdc0a15ebf34f034578adf6e96,generated cache or runtime output,,,,NO,HIGH
tests_runtime,TEMPORARY_OR_CACHE,11663102,5d06f29d7e7322a8a92f6af54836a34b4d2929bdc1f25a621acd8f50226abd1f,generated cache or runtime output,,,,NO,HIGH
training/__pycache__,TEMPORARY_OR_CACHE,84483,6788e5748fbc07a2f010b57d130fff405515c1eee81d9a831908d72933291226,generated cache or runtime output,,,,NO,HIGH
training/cv_utils.py,UNUSED_CODE,100,f0499f8e8629726c24bd29e1513aa54e4b7292edb15f6ad90453c62550796dfe,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
training/fold.py,UNUSED_CODE,96,64490b03cdbc44525a2631939e091796f99aae0e4edbccce0baa750ca20290b3,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
training/kfold_trainer.py,UNUSED_CODE,99,6f174d86ce28f9e852caa5c45f04a88670a822d14d6e0db516029bece734da5c,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
training/oot_trainer.py,UNUSED_CODE,103,952ca513b26416886c738abe04c224b7becdc18e5ff3cbc7218219e73c9df7d5,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
utils/__pycache__,TEMPORARY_OR_CACHE,24674,2be1a71ad964c6ad3d56dd5811065a16938382191285a7b717c273b694875202,generated cache or runtime output,,,,NO,HIGH
utils/feature_metadata.py,UNUSED_CODE,108,525d9eb21cfe3b716a4484269ef8e2dbe8852f3c986e642a64af85613d6c5b3c,"tracked legacy implementation, test, config, report, or notebook superseded by active src-layout code and preserved by safety tag",pre-final-repository-cleanup-20260704,,,NO,HIGH
