group_id,sha256,size_bytes,copy_count,potential_duplicate_bytes,paths
duplicate_06086,2890b35dcb7c093308b552d82d8781a8ce9a4fa6f9de058283a6836ec1f9f282,1016,3,2032,.venv/Lib/site-packages/tzdata/zoneinfo/America/Indiana/Knox;.venv/Lib/site-packages/tzdata/zoneinfo/America/Knox_IN;.venv/Lib/site-packages/tzdata/zoneinfo/US/Indiana-Starke
duplicate_06245,29ac547e0b0a10236c440c998fba2c474f2aa71675341727fd2ad0afd0c6f818,2057,2,2057,results/homecredit/lr/statistical/lr_statistical_domain_rule_baseline_cfdde445ea74/features/final_selected_features.csv;results/homecredit/lr/statistical/lr_statistical_domain_rule_baseline_cfdde445ea74/selected_feature_sets/final_selected_features.csv
duplicate_06263,29c2c0fee031a762ae3096fdbda4d5bdeec52c5510bbb998903ddd0ac7317917,58874,2,58874,.venv/Lib/site-packages/cloudpickle/cloudpickle.py;.venv/Lib/site-packages/joblib/externals/cloudpickle/cloudpickle.py
duplicate_06315,2a04865fab3d5ac8507d677cd58a3a599a50188c8ab3a16ceafdb0f0ecd467b0,22525,8,157675,results/homecredit/catboost/hybrid_boruta/catboost_hybrid_llm_then_boruta_159b47a7bfa0/llm_responses/fold_1/llm/missing_filter_summary.csv;results/homecredit/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_87fbcccf4952/llm_responses/fold_1/llm/missing_filter_summary.csv;results/homecredit/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8993eae5a4f7/llm_responses/fold_1/llm/missing_filter_summary.csv;results/homecredit/catboost/llm/catboost_llm_llm_d54c966a1d6e/llm_responses/fold_1/missing_filter_summary.csv;results/homecredit/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_9ceedb78b89f/llm_responses/fold_1/llm/missing_filter_summary.csv;results/homecredit/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_f69e1a0cffc2/llm_responses/fold_1/llm/missing_filter_summary.csv;results/homecredit/lr/hybrid_stable_core_llm_fill/lr_hybrid_stable_core_llm_fill_1ddd0142e614/llm_responses/fold_1/llm/missing_filter_summary.csv;results/homecredit/lr/llm/lr_llm_llm_66fabfd650a1/llm_responses/fold_1/missing_filter_summary.csv
duplicate_06377,2a7163b16b94806f69991348e7d0a60c46eb61b1f0305f5f4b83f613db10806f,1200,3,2400,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Istanbul;.venv/Lib/site-packages/tzdata/zoneinfo/Europe/Istanbul;.venv/Lib/site-packages/tzdata/zoneinfo/Turkey
duplicate_06426,2ab77cbaa7a47762691993e3cc9c51e1d8eea5332acd38fcef2a58d8e6f991d8,1303,2,1303,.venv/Lib/site-packages/pyarrow/include/arrow/python/platform.h;.venv/Lib/site-packages/pyarrow/src/arrow/python/platform.h
duplicate_06464,2b1705124cfc6c11b5e4ed3abb044f333a3167b3135bb98af1e0ba8379da8a2e,126384,2,126384,results/homecredit/catboost/statistical/catboost_statistical_domain_rule_baseline_b0a57bf51d1f/llm_responses/final_dev/domain_rule_ranking.csv;results/homecredit/lr/statistical/lr_statistical_domain_rule_baseline_cfdde445ea74/llm_responses/final_dev/domain_rule_ranking.csv
duplicate_06473,2b25bad2fe95f17cda3c69dfeba24222bba8858890d7d30a93e8a4d472a40b35,262884,2,262884,results/homecredit/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8993eae5a4f7/feature_rankings/llm_rankings_summary.csv;results/homecredit/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8993eae5a4f7/features/llm_rankings_summary.csv
duplicate_06519,2b7847b7b705781d7cf21a05e9c1bb37cbf078aea103bc3edcc6aca52ab65453,8,2,8,.tmp/pytest-clip-final/test_contrastive_dry_run_does_0/homecredit_train_positive_pairs.parquet;.tmp/pytest-final/test_contrastive_dry_run_does_0/homecredit_train_positive_pairs.parquet
duplicate_06524,2b80dc6e76081c4e5094cc6a7fdf9c569f9687272b86e4daa3827b3bb4ccab86,3907,2,3907,.venv/Lib/site-packages/jaraco/functools/__init__.pyi;.venv/Lib/site-packages/setuptools/_vendor/jaraco/functools/__init__.pyi
duplicate_06532,2b88640c7e3828701bdfd204aba5d4dc93e39f1fc75b47b5dc436c9cfec548a1,521,23,11462,tests_runtime/pytest/test_every_precommit_failure_b0/synthetic_registry/selected_feature_registry.csv;tests_runtime/pytest/test_every_precommit_failure_b1/synthetic_registry/selected_feature_registry.csv;tests_runtime/pytest/test_every_precommit_failure_b10/synthetic_registry/selected_feature_registry.csv;tests_runtime/pytest/test_every_precommit_failure_b11/synthetic_registry/selected_feature_registry.csv;tests_runtime/pytest/test_every_precommit_failure_b12/synthetic_registry/selected_feature_registry.csv;tests_runtime/pytest/test_every_precommit_failure_b13/synthetic_registry/selected_feature_registry.csv;tests_runtime/pytest/test_every_precommit_failure_b14/synthetic_registry/selected_feature_registry.csv;tests_runtime/pytest/test_every_precommit_failure_b15/synthetic_registry/selected_feature_registry.csv;tests_runtime/pytest/test_every_precommit_failure_b16/synthetic_registry/selected_feature_registry.csv;tests_runtime/pytest/test_every_precommit_failure_b17/synthetic_registry/selected_feature_registry.csv;tests_runtime/pytest/test_every_precommit_failure_b18/synthetic_registry/selected_feature_registry.csv;tests_runtime/pytest/test_every_precommit_failure_b19/synthetic_registry/selected_feature_registry.csv;tests_runtime/pytest/test_every_precommit_failure_b2/synthetic_registry/selected_feature_registry.csv;tests_runtime/pytest/test_every_precommit_failure_b20/synthetic_registry/selected_feature_registry.csv;tests_runtime/pytest/test_every_precommit_failure_b21/synthetic_registry/selected_feature_registry.csv;tests_runtime/pytest/test_every_precommit_failure_b3/synthetic_registry/selected_feature_registry.csv;tests_runtime/pytest/test_every_precommit_failure_b4/synthetic_registry/selected_feature_registry.csv;tests_runtime/pytest/test_every_precommit_failure_b5/synthetic_registry/selected_feature_registry.csv;tests_runtime/pytest/test_every_precommit_failure_b6/synthetic_registry/selected_feature_registry.csv;tests_runtime/pytest/test_every_precommit_failure_b7/synthetic_registry/selected_feature_registry.csv;tests_runtime/pytest/test_every_precommit_failure_b8/synthetic_registry/selected_feature_registry.csv;tests_runtime/pytest/test_every_precommit_failure_b9/synthetic_registry/selected_feature_registry.csv;tests_runtime/pytest/test_transaction_manifest_repl0/synthetic_registry/selected_feature_registry.csv
duplicate_06551,2bb0737bc393e6647a349918a9a42d81bbd6b786ab0eafc86cf3de3740857d28,3092,2,3092,results/corrected_lendingclub_to_homecredit_transfer/downstream/logistic_regression.incomplete_oof_overlap_20260629/llm_responses/fold_1/reverse_transfer_clip_then_mrmr_source_to_model_lineage.csv;results/corrected_lendingclub_to_homecredit_transfer/downstream/logistic_regression/llm_responses/fold_1/reverse_transfer_clip_then_mrmr_source_to_model_lineage.csv
duplicate_06751,2d2019f79cb6155b0cd9eabb8ba38bfc7abb5f38ac6113270410d3acbe4eff24,15084,8,105588,results/lendingclub/catboost/hybrid_boruta/catboost_hybrid_llm_then_boruta_263dc623a138/llm_responses/fold_1/llm/iv_prefilter/feature_audit.csv;results/lendingclub/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_429b32e00b37/llm_responses/fold_1/llm/iv_prefilter/feature_audit.csv;results/lendingclub/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_2d74dcada6cc/llm_responses/fold_1/llm/iv_prefilter/feature_audit.csv;results/lendingclub/catboost/llm/catboost_llm_llm_fe14a4902388/llm_responses/fold_1/iv_prefilter/feature_audit.csv;results/lendingclub/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_3ade576dac90/llm_responses/fold_1/llm/iv_prefilter/feature_audit.csv;results/lendingclub/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_ede4e8b044ab/llm_responses/fold_1/llm/iv_prefilter/feature_audit.csv;results/lendingclub/lr/hybrid_stable_core_llm_fill/lr_hybrid_stable_core_llm_fill_c3c3d4603207/llm_responses/fold_1/llm/iv_prefilter/feature_audit.csv;results/lendingclub/lr/llm/lr_llm_llm_94542581466b/llm_responses/fold_1/iv_prefilter/feature_audit.csv
duplicate_06796,2d6210be8ccae4ae09160a87ab8137c264f15ae2161c6d3918c28472e82ac5ba,1787,4,5361,.tmp/pytest-clip-final/test_same_seed_smoke_training_0/first/seeds/seed_11/representation_metrics.json;.tmp/pytest-clip-final/test_same_seed_smoke_training_0/second/seeds/seed_11/representation_metrics.json;.tmp/pytest-final/test_same_seed_smoke_training_0/first/seeds/seed_11/representation_metrics.json;.tmp/pytest-final/test_same_seed_smoke_training_0/second/seeds/seed_11/representation_metrics.json
duplicate_06806,2d711642b726b04401627ca9fbac32f5c8530fb1903cc4db02258717921a4881,1,17,16,.tmp/pytest-final/test_completed_run_requires_le0/run/data_split_manifest.json;.tmp/pytest-final/test_completed_run_requires_le0/run/features/feature_stability_metrics.csv;.tmp/pytest-final/test_completed_run_requires_le0/run/features/final_selected_features.csv;.tmp/pytest-final/test_completed_run_requires_le0/run/features/fold_selected_features.csv;.tmp/pytest-final/test_completed_run_requires_le0/run/features/selection_frequency.csv;.tmp/pytest-final/test_completed_run_requires_le0/run/leakage_report.json;.tmp/pytest-final/test_completed_run_requires_le0/run/models/final_model_bundle.joblib;.tmp/pytest-final/test_completed_run_requires_le0/run/models/final_model_metadata.json;.tmp/pytest-final/test_completed_run_requires_le0/run/models/final_preprocessor.pkl;.tmp/pytest-final/test_completed_run_requires_le0/run/results/credit_risk_utility.csv;.tmp/pytest-final/test_completed_run_requires_le0/run/results/cv_results.csv;.tmp/pytest-final/test_completed_run_requires_le0/run/results/experiment_summary.csv;.tmp/pytest-final/test_completed_run_requires_le0/run/results/model_score_psi.csv;.tmp/pytest-final/test_completed_run_requires_le0/run/results/oot_predictions.csv;.tmp/pytest-final/test_completed_run_requires_le0/run/results/oot_test_results.csv;.tmp/pytest-final/test_completed_run_requires_le0/run/results/runtime_summary.csv;.tmp/pytest-final/test_completed_run_requires_le0/run/results/selected_feature_psi.csv
duplicate_06837,2da1d6797c089f70c5fc8d0ab6a73ca787d8636aedbbd66164520c5b8fc4dc37,1910,2,1910,results/clip_v2/final_evaluation/runs/lendingclub_v2_lr_clip_v2/features/final_selected_features.csv;results/clip_v2/final_evaluation/runs/lendingclub_v2_lr_clip_v2/selected_feature_sets/final_selected_features.csv
duplicate_06900,2e139a42d305361cc1465301b64583d13b5a8f27422a3f3728eca5e854572e40,543,3,1086,results/corrected_lendingclub_to_homecredit_transfer/downstream/catboost/features/feature_stability_metrics.csv;results/research_summary/migrations/final_pre_prompt4_stability_repair_v1/staged/catboost/features/feature_stability_metrics.csv;results/research_summary/migrations/final_pre_prompt4_stability_repair_v2/staged/catboost/features/feature_stability_metrics.csv
duplicate_06906,2e1d781d1730124a84a6f4b3c94274abc34e0c25419b19b18360724865cd959d,1725,4,5175,.tmp/pytest-clip-final/test_same_seed_smoke_training_0/first/seeds/seed_11/checkpoint_manifest.json;.tmp/pytest-clip-final/test_same_seed_smoke_training_0/second/seeds/seed_11/checkpoint_manifest.json;.tmp/pytest-final/test_same_seed_smoke_training_0/first/seeds/seed_11/checkpoint_manifest.json;.tmp/pytest-final/test_same_seed_smoke_training_0/second/seeds/seed_11/checkpoint_manifest.json
duplicate_06934,2e5199e58fee77d270591be77079d41d102b41b6e735c9a6af3dddb8c851dc77,965,2,965,.venv/Lib/site-packages/tzdata/zoneinfo/America/Godthab;.venv/Lib/site-packages/tzdata/zoneinfo/America/Nuuk
duplicate_06952,2e79da8dc3469924abe3ac8b22a3feb5692a79bf9f47bbc86b6535d618641849,2960,2,2960,.venv/Lib/site-packages/jaraco_functools-4.4.0.dist-info/METADATA;.venv/Lib/site-packages/setuptools/_vendor/jaraco_functools-4.4.0.dist-info/METADATA
duplicate_06986,2eafae04d746e949038d89bc54fe1f170433dd6ffe8f66d070e0fcfade1c8d66,56130,11,561300,.tmp/pytest-clip-final/test_full_statistical_baseline0/statistical_field_inventory.json;.tmp/pytest-clip-final/test_lendingclub_v2_is_transfo0/statistical_field_inventory.json;.tmp/pytest-clip-final/test_statistical_dry_run_does_0/dry_run/statistical_field_inventory.json;.tmp/pytest-clip-final/test_statistical_rankings_are_0/first/statistical_field_inventory.json;.tmp/pytest-clip-final/test_statistical_rankings_are_0/second/statistical_field_inventory.json;.tmp/pytest-final/test_full_statistical_baseline0/statistical_field_inventory.json;.tmp/pytest-final/test_lendingclub_v2_is_transfo0/statistical_field_inventory.json;.tmp/pytest-final/test_statistical_dry_run_does_0/dry_run/statistical_field_inventory.json;.tmp/pytest-final/test_statistical_rankings_are_0/first/statistical_field_inventory.json;.tmp/pytest-final/test_statistical_rankings_are_0/second/statistical_field_inventory.json;results/clip/statistical_baseline/dry_run/statistical_field_inventory.json
duplicate_07064,2f3ae81c7d510bc686f63402367da9b26e9bb14a7dec49023a45878476c9ba7f,2231,2,2231,results/lendingclub_v2/catboost/statistical/catboost_statistical_pca_0e10cf48968e/features/final_selected_features.csv;results/lendingclub_v2/catboost/statistical/catboost_statistical_pca_0e10cf48968e/selected_feature_sets/final_selected_features.csv
duplicate_07089,2f6325f11f5a552eb3f4071024176d8fb06c6c40415ab67e888060bff340b9a5,60347,8,422429,results/lendingclub_v2/catboost/hybrid_boruta/catboost_hybrid_llm_then_boruta_10179060705b/llm_responses/final_dev/llm/prompt.txt;results/lendingclub_v2/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_59865aa71763/llm_responses/final_dev/llm/prompt.txt;results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/final_dev/llm/prompt.txt;results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/llm_responses/final_dev/prompt.txt;results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/llm_responses/final_dev/llm/prompt.txt;results/lendingclub_v2/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_45d98f9ad95c/llm_responses/final_dev/llm/prompt.txt;results/lendingclub_v2/lr/hybrid_stable_core_llm_fill/lr_hybrid_stable_core_llm_fill_497f694ad76d/llm_responses/final_dev/llm/prompt.txt;results/lendingclub_v2/lr/llm/lr_llm_llm_bb103e2ac012/llm_responses/final_dev/prompt.txt
duplicate_07137,2fb25ad25ce4e567ff1fbb0d00859f16ac8ebf6b5a7e57067d4f6b30abf95819,91,3,182,tests_runtime/3fd4755278d64edcadf4978686b29466/descriptions.csv;tests_runtime/72ebf6336c57480ba130ebaaa9b056df/descriptions.csv;tests_runtime/aeb48dfce8a64ed88e39cc1b4c19e114/descriptions.csv
duplicate_07157,2fc712855f8b7bda90310d4b1dbaad5f8b50b9d2719685b1886bdae109e2f2a8,316,4,948,.tmp/pytest-clip-final/test_contrastive_dry_run_does_0/dry_run/pair_quality_audit.csv;.tmp/pytest-final/test_contrastive_dry_run_does_0/dry_run/pair_quality_audit.csv;results/clip_v2/contrastive_data/pair_quality_audit.csv;results/corrected_homecredit_clip/contrastive_data/pair_quality_audit.csv
duplicate_07254,30696eb11407d33c9f44754859c02c653abca3fdd94bb1ae6ff9a46119e87254,5742,2,5742,.venv/Lib/site-packages/pyarrow/include/arrow/python/parquet_encryption.h;.venv/Lib/site-packages/pyarrow/src/arrow/python/parquet_encryption.h
duplicate_07275,308d6142f7eae66eecb646a5c0ed7db5177491d29c3fc88c2b669b070d4937fb,1478049,2,1478049,results/clip/text_baseline/lendingclub_v2_text_embeddings.parquet;results/clip_v2/text_baseline/lendingclub_v2_text_embeddings.parquet
duplicate_07336,3103f55320d97dd1411a1e8d9eb48d282959e239d5bf2f9e5b63426de1d2a608,127,5,508,.tmp/pytest-final/test_missing_invalid_llm_ranke0/descriptions.csv;.tmp/pytest-final/test_shared_llm_ranking_cache_0/descriptions.csv;.tmp/pytest-final/test_shared_llm_ranking_cache_1/descriptions.csv;.tmp/pytest-final/test_shared_llm_ranking_cache_2/descriptions_a.csv;.tmp/pytest-final/test_shared_llm_ranking_expect0/descriptions.csv
duplicate_07354,311d3c3ad4a471818bcaa79df4af6c9e9e28617b9d39ce06c516107fd228ac7d,1038,6,5190,.venv/Lib/site-packages/plotly/graph_objs/scattercarpet/__init__.py;.venv/Lib/site-packages/plotly/graph_objs/scattergeo/__init__.py;.venv/Lib/site-packages/plotly/graph_objs/scatterpolar/__init__.py;.venv/Lib/site-packages/plotly/graph_objs/scatterpolargl/__init__.py;.venv/Lib/site-packages/plotly/graph_objs/scattersmith/__init__.py;.venv/Lib/site-packages/plotly/graph_objs/scatterternary/__init__.py
duplicate_07394,3164d77a893760ca25b93ed90c4e17695f73f069173298d8545d4f303bf8437f,18145,2,18145,artifacts/llm_cache/final_dev_final_dev_a1ac9fe7ca1d7210e2951b803e8ce80723f0111fce748fb286add0738a308dda.json;results/lendingclub_v2/lr/llm/lr_llm_llm_bb103e2ac012/llm_responses/final_dev/selection_payload.json
duplicate_07409,31846932a95ea43959ff0b4aca6a6c1f48e77189ee7781a5291c928193be70f0,443,2,443,results/clip_v2/final_analysis/semantic_coverage_comparison.csv;results/clip_v2/final_evaluation/semantic_coverage_summary.csv
duplicate_07565,32acc1bc543116cbe2cff10cb867772df2f254ff2634c870aef0b46c4b696fdb,11776,2,11776,.venv/Lib/site-packages/setuptools/cli-32.exe;.venv/Lib/site-packages/setuptools/cli.exe
duplicate_07589,32e6890335d73ec67de6e51c239ca910903297cfbf2e63dfe6f75f9145ed48a1,311,2,311,.venv/Lib/site-packages/torch/include/c10/util/Float8_e4m3fnuz-inl.h;.venv/Lib/site-packages/torch/include/c10/util/Float8_e4m3fnuz.h
duplicate_07673,3362bb7d6a26da2962ba8daaa4785cd0bacac21aba908a1195cc8f59580a265a,3309,2,3309,.venv/Lib/site-packages/packaging-26.0.dist-info/METADATA;.venv/Lib/site-packages/setuptools/_vendor/packaging-26.0.dist-info/METADATA
duplicate_07694,338553c532e14f71a2a301c9b4c84765e8164d358526d5f3f13a831d08786844,10806,2,10806,results/corrected_lendingclub_to_homecredit_transfer/downstream/logistic_regression.incomplete_oof_overlap_20260629/models/final_preprocessor.pkl;results/corrected_lendingclub_to_homecredit_transfer/downstream/logistic_regression/models/final_preprocessor.pkl
duplicate_07718,33c13034875778bf4d305b85ad0b6238ac2391aff1171f0a8d14277c4f0eff3f,5421,2,5421,.venv/Lib/site-packages/packaging/_tokenizer.py;.venv/Lib/site-packages/setuptools/_vendor/packaging/_tokenizer.py
duplicate_07735,33dcb286aadcfc8880cbee504dc1ffc68a412ccc83429e4bea8ecfc883784d30,24300,8,170100,results/lendingclub/catboost/hybrid_boruta/catboost_hybrid_llm_then_boruta_263dc623a138/llm_responses/final_dev/llm/prompt.txt;results/lendingclub/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_429b32e00b37/llm_responses/final_dev/llm/prompt.txt;results/lendingclub/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_2d74dcada6cc/llm_responses/final_dev/llm/prompt.txt;results/lendingclub/catboost/llm/catboost_llm_llm_fe14a4902388/llm_responses/final_dev/prompt.txt;results/lendingclub/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_3ade576dac90/llm_responses/final_dev/llm/prompt.txt;results/lendingclub/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_ede4e8b044ab/llm_responses/final_dev/llm/prompt.txt;results/lendingclub/lr/hybrid_stable_core_llm_fill/lr_hybrid_stable_core_llm_fill_c3c3d4603207/llm_responses/final_dev/llm/prompt.txt;results/lendingclub/lr/llm/lr_llm_llm_94542581466b/llm_responses/final_dev/prompt.txt
duplicate_07862,34bb43aefa365c81f42af51402f84ea8c7a85c48c65b422e4e4fe8b2ee57883c,658,2,658,.venv/Lib/site-packages/joblib/test/data/joblib_0.9.2_compressed_pickle_py27_np16.gz;.venv/Lib/site-packages/joblib/test/data/joblib_0.9.2_compressed_pickle_py27_np17.gz
duplicate_07864,34c047c198d51e2386ba34bedb6dcec55f55e65d278b21d7dfe430d4c67ee245,3521,2,3521,.venv/Lib/site-packages/pyarrow/include/arrow/python/numpy_interop.h;.venv/Lib/site-packages/pyarrow/src/arrow/python/numpy_interop.h
duplicate_07878,34e470bf1a1c1239c452e59734791f43072a4600a372e0f3614f55cf62c4c5e8,2399,4,7197,.tmp/pytest-clip-final/test_text_baseline_with_mock_e0/homecredit_anchor_features.csv;.tmp/pytest-final/test_text_baseline_with_mock_e0/homecredit_anchor_features.csv;results/clip/text_baseline/homecredit_anchor_features.csv;results/clip_v2/text_baseline/homecredit_anchor_features.csv
duplicate_07952,355f63fd14ee894e3b9af26f7ca13c75a5c7e4015827c2a2e20bc70494b1c8b7,190,2,190,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Makassar;.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Ujung_Pandang
duplicate_07987,35997ecd5e535a3d432c419559ecac4fbb25ce601000afc9e0999494e6316572,79367,8,555569,.tmp/pytest-clip-final/test_full_statistical_baseline0/lendingclub_v2_statistical_vectors.parquet;.tmp/pytest-clip-final/test_lendingclub_v2_is_transfo0/lendingclub_v2_statistical_vectors.parquet;.tmp/pytest-clip-final/test_statistical_rankings_are_0/first/lendingclub_v2_statistical_vectors.parquet;.tmp/pytest-clip-final/test_statistical_rankings_are_0/second/lendingclub_v2_statistical_vectors.parquet;.tmp/pytest-final/test_full_statistical_baseline0/lendingclub_v2_statistical_vectors.parquet;.tmp/pytest-final/test_lendingclub_v2_is_transfo0/lendingclub_v2_statistical_vectors.parquet;.tmp/pytest-final/test_statistical_rankings_are_0/first/lendingclub_v2_statistical_vectors.parquet;.tmp/pytest-final/test_statistical_rankings_are_0/second/lendingclub_v2_statistical_vectors.parquet
duplicate_08020,35ca54a88bb7893dcd53c82cb40c59802caa7dab71b86aa00e11f5c98222b671,5596,2,5596,results/corrected_homecredit_clip/combined_pipeline/runs/homecredit_catboost_corrected_clip_then_mrmr/features/final_selected_features.csv;results/corrected_homecredit_clip/combined_pipeline/runs/homecredit_catboost_corrected_clip_then_mrmr/selected_feature_sets/final_selected_features.csv
duplicate_08051,35fe7eae7582b95adcb9b809cc3f06f9b2dafb9ba50181ced999077a774f5c1f,36985,8,258895,results/lendingclub_v2/catboost/hybrid_boruta/catboost_hybrid_llm_then_boruta_10179060705b/llm_responses/fold_3/llm/iv_prefilter/feature_audit.csv;results/lendingclub_v2/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_59865aa71763/llm_responses/fold_3/llm/iv_prefilter/feature_audit.csv;results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/fold_3/llm/iv_prefilter/feature_audit.csv;results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/llm_responses/fold_3/iv_prefilter/feature_audit.csv;results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/llm_responses/fold_3/llm/iv_prefilter/feature_audit.csv;results/lendingclub_v2/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_45d98f9ad95c/llm_responses/fold_3/llm/iv_prefilter/feature_audit.csv;results/lendingclub_v2/lr/hybrid_stable_core_llm_fill/lr_hybrid_stable_core_llm_fill_497f694ad76d/llm_responses/fold_3/llm/iv_prefilter/feature_audit.csv;results/lendingclub_v2/lr/llm/lr_llm_llm_bb103e2ac012/llm_responses/fold_3/iv_prefilter/feature_audit.csv
duplicate_08150,36bd50043016e2115308b451648f5459a414227d56d8f4adb02d38d3c6649f91,140,2,140,.tmp/pytest-final/test_semantic_group_stability_0/exp/features/semantic_group_stability.csv;tests_runtime/pytest/test_semantic_group_stability_0/exp/features/semantic_group_stability.csv
duplicate_08214,3734216744295bb3a2139f58d8cc69145dcc6d3e5a6945bf2f91d608176a4a8b,4158,2,4158,results/homecredit/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8993eae5a4f7/features/final_selected_features.csv;results/homecredit/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8993eae5a4f7/selected_feature_sets/final_selected_features.csv
duplicate_08229,374b419d23e992f16dbb4d0ffed167b3ae56749a519479b9b8452f6913f940e5,35263,2,35263,results/lendingclub/catboost/statistical/catboost_statistical_domain_rule_baseline_60387d67d96a/llm_responses/fold_1/domain_rule_ranking.csv;results/lendingclub/lr/statistical/lr_statistical_domain_rule_baseline_6d9b138cc826/llm_responses/fold_1/domain_rule_ranking.csv
duplicate_08258,37873aa19cc5272ea495367702790dcfbb129097acb8558fa7af0b037079740a,5040,2,5040,.venv/Lib/site-packages/packaging/utils.py;.venv/Lib/site-packages/setuptools/_vendor/packaging/utils.py
duplicate_08277,37a77fbdf16f60e45f327af57c7263612b780c139149b2e2ff64feaf67490672,154,2,154,.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Thimbu;.venv/Lib/site-packages/tzdata/zoneinfo/Asia/Thimphu
duplicate_08323,37dd1d11abb85104d545c1bd96c0102e0cf5ac6e6d5529877f9685c59f5324fa,15821,5,63284,artifacts/llm_cache/final_dev_final_dev_ebe19deb711b960b1a39fbcd27491f7f8756f8a2ce271c61b7b06e0fe493577f.json;results/lendingclub_v2/catboost/hybrid_boruta/catboost_hybrid_llm_then_boruta_10179060705b/llm_responses/final_dev/llm/selection_payload.json;results/lendingclub_v2/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_59865aa71763/llm_responses/final_dev/llm/selection_payload.json;results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/final_dev/llm/selection_payload.json;results/lendingclub_v2/lr/hybrid_stable_core_llm_fill/lr_hybrid_stable_core_llm_fill_497f694ad76d/llm_responses/final_dev/llm/selection_payload.json
duplicate_08324,37dd2bf08f13fce0f707c3b1f4cec4018efbd9c47c8367b0fb4debbd461bd72f,773,2,773,.venv/Lib/site-packages/tzdata/zoneinfo/America/Mexico_City;.venv/Lib/site-packages/tzdata/zoneinfo/Mexico/General
duplicate_08366,382d36eebd7efe580e70a2bfbfc0749d27d832b29cab388707cc69706cedd437,422,2,422,.tmp/pytest-clip-final/test_complete_run_without_mark0/predictions/homecredit_lr_clip_oot_predictions.csv;.tmp/pytest-final/test_complete_run_without_mark0/predictions/homecredit_lr_clip_oot_predictions.csv
duplicate_08379,383f891d056316f3cb21a9cfc49cc4c8f79229c1110172a2e17d64fc18519a71,2099,2,2099,results/lendingclub/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_ede4e8b044ab/features/final_selected_features.csv;results/lendingclub/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_ede4e8b044ab/selected_feature_sets/final_selected_features.csv
