path,category,size_bytes,proposed_action,confidence,reason
.venv/Lib/site-packages/plotly/graph_objs/choroplethmapbox/marker/,REPRODUCIBILITY_SUPPORT,5555,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/choroplethmapbox/selected/,REPRODUCIBILITY_SUPPORT,2482,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/choroplethmapbox/unselected/,REPRODUCIBILITY_SUPPORT,2644,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/cone/,REPRODUCIBILITY_SUPPORT,151612,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/cone/colorbar/,REPRODUCIBILITY_SUPPORT,32954,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/cone/colorbar/title/,REPRODUCIBILITY_SUPPORT,10135,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/cone/hoverlabel/,REPRODUCIBILITY_SUPPORT,17365,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/cone/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10148,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/contour/,REPRODUCIBILITY_SUPPORT,181135,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/contour/colorbar/,REPRODUCIBILITY_SUPPORT,33021,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/contour/colorbar/title/,REPRODUCIBILITY_SUPPORT,10150,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/contour/contours/,REPRODUCIBILITY_SUPPORT,10331,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/contour/hoverlabel/,REPRODUCIBILITY_SUPPORT,17380,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/contour/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10164,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/contourcarpet/,REPRODUCIBILITY_SUPPORT,142569,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/contourcarpet/colorbar/,REPRODUCIBILITY_SUPPORT,33155,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/contourcarpet/colorbar/title/,REPRODUCIBILITY_SUPPORT,10181,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/contourcarpet/contours/,REPRODUCIBILITY_SUPPORT,10362,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/contourcarpet/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10194,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/densitymap/,REPRODUCIBILITY_SUPPORT,140704,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/densitymap/colorbar/,REPRODUCIBILITY_SUPPORT,33088,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/densitymap/colorbar/title/,REPRODUCIBILITY_SUPPORT,10166,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/densitymap/hoverlabel/,REPRODUCIBILITY_SUPPORT,17395,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/densitymap/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10179,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/densitymapbox/,REPRODUCIBILITY_SUPPORT,140939,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/densitymapbox/colorbar/,REPRODUCIBILITY_SUPPORT,33155,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/densitymapbox/colorbar/title/,REPRODUCIBILITY_SUPPORT,10181,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/densitymapbox/hoverlabel/,REPRODUCIBILITY_SUPPORT,17411,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/densitymapbox/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10194,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/funnel/,REPRODUCIBILITY_SUPPORT,245216,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/funnel/connector/,REPRODUCIBILITY_SUPPORT,4400,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/funnel/hoverlabel/,REPRODUCIBILITY_SUPPORT,17375,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/funnel/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10158,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/funnel/marker/,REPRODUCIBILITY_SUPPORT,116155,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/funnel/marker/colorbar/,REPRODUCIBILITY_SUPPORT,33155,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/funnel/marker/colorbar/title/,REPRODUCIBILITY_SUPPORT,10181,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/funnelarea/,REPRODUCIBILITY_SUPPORT,131863,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/funnelarea/hoverlabel/,REPRODUCIBILITY_SUPPORT,17395,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/funnelarea/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10179,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/funnelarea/marker/,REPRODUCIBILITY_SUPPORT,20361,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/funnelarea/title/,REPRODUCIBILITY_SUPPORT,17366,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/heatmap/,REPRODUCIBILITY_SUPPORT,150415,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/heatmap/colorbar/,REPRODUCIBILITY_SUPPORT,33021,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/heatmap/colorbar/title/,REPRODUCIBILITY_SUPPORT,10150,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/heatmap/hoverlabel/,REPRODUCIBILITY_SUPPORT,17380,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/heatmap/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10164,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/histogram/,REPRODUCIBILITY_SUPPORT,306276,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/histogram/hoverlabel/,REPRODUCIBILITY_SUPPORT,17390,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/histogram/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10174,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/histogram/marker/,REPRODUCIBILITY_SUPPORT,131681,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/histogram/marker/colorbar/,REPRODUCIBILITY_SUPPORT,33222,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/histogram/marker/colorbar/title/,REPRODUCIBILITY_SUPPORT,10196,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/histogram/selected/,REPRODUCIBILITY_SUPPORT,5769,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/histogram/unselected/,REPRODUCIBILITY_SUPPORT,6246,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/histogram2d/,REPRODUCIBILITY_SUPPORT,168652,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/histogram2d/colorbar/,REPRODUCIBILITY_SUPPORT,33111,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/histogram2d/colorbar/title/,REPRODUCIBILITY_SUPPORT,10171,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/histogram2d/hoverlabel/,REPRODUCIBILITY_SUPPORT,17400,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/histogram2d/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10184,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/histogram2dcontour/,REPRODUCIBILITY_SUPPORT,199867,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/histogram2dcontour/colorbar/,REPRODUCIBILITY_SUPPORT,33266,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/histogram2dcontour/colorbar/title/,REPRODUCIBILITY_SUPPORT,10206,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/histogram2dcontour/contours/,REPRODUCIBILITY_SUPPORT,10387,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/histogram2dcontour/hoverlabel/,REPRODUCIBILITY_SUPPORT,17436,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/histogram2dcontour/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10219,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/icicle/,REPRODUCIBILITY_SUPPORT,272998,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/icicle/hoverlabel/,REPRODUCIBILITY_SUPPORT,17375,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/icicle/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10158,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/icicle/marker/,REPRODUCIBILITY_SUPPORT,115251,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/icicle/marker/colorbar/,REPRODUCIBILITY_SUPPORT,33155,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/icicle/marker/colorbar/title/,REPRODUCIBILITY_SUPPORT,10181,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/icicle/pathbar/,REPRODUCIBILITY_SUPPORT,17423,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/image/,REPRODUCIBILITY_SUPPORT,45765,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/image/hoverlabel/,REPRODUCIBILITY_SUPPORT,17370,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/image/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10153,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/indicator/,REPRODUCIBILITY_SUPPORT,173316,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/indicator/delta/,REPRODUCIBILITY_SUPPORT,16373,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/indicator/gauge/,REPRODUCIBILITY_SUPPORT,87249,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/indicator/gauge/axis/,REPRODUCIBILITY_SUPPORT,18845,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/indicator/gauge/bar/,REPRODUCIBILITY_SUPPORT,3315,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/indicator/gauge/step/,REPRODUCIBILITY_SUPPORT,3320,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/indicator/gauge/threshold/,REPRODUCIBILITY_SUPPORT,3250,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/indicator/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10174,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/indicator/number/,REPRODUCIBILITY_SUPPORT,10127,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/indicator/title/,REPRODUCIBILITY_SUPPORT,10120,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/isosurface/,REPRODUCIBILITY_SUPPORT,203432,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/isosurface/caps/,REPRODUCIBILITY_SUPPORT,12496,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/isosurface/colorbar/,REPRODUCIBILITY_SUPPORT,33088,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/isosurface/colorbar/title/,REPRODUCIBILITY_SUPPORT,10166,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/isosurface/hoverlabel/,REPRODUCIBILITY_SUPPORT,17395,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/isosurface/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10179,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/isosurface/slices/,REPRODUCIBILITY_SUPPORT,16276,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/,REPRODUCIBILITY_SUPPORT,2543329,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/annotation/,REPRODUCIBILITY_SUPPORT,25627,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/annotation/hoverlabel/,REPRODUCIBILITY_SUPPORT,10280,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/coloraxis/,REPRODUCIBILITY_SUPPORT,95257,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/coloraxis/colorbar/,REPRODUCIBILITY_SUPPORT,33234,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/coloraxis/colorbar/title/,REPRODUCIBILITY_SUPPORT,10199,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/geo/,REPRODUCIBILITY_SUPPORT,38460,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/geo/projection/,REPRODUCIBILITY_SUPPORT,3934,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/grid/,REPRODUCIBILITY_SUPPORT,4248,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/hoverlabel/,REPRODUCIBILITY_SUPPORT,20300,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/legend/,REPRODUCIBILITY_SUPPORT,35186,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/legend/title/,REPRODUCIBILITY_SUPPORT,10204,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/map/,REPRODUCIBILITY_SUPPORT,60595,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/map/layer/,REPRODUCIBILITY_SUPPORT,23406,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/map/layer/symbol/,REPRODUCIBILITY_SUPPORT,6155,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/mapbox/,REPRODUCIBILITY_SUPPORT,61117,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/mapbox/layer/,REPRODUCIBILITY_SUPPORT,23634,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/mapbox/layer/symbol/,REPRODUCIBILITY_SUPPORT,6176,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/newselection/,REPRODUCIBILITY_SUPPORT,4708,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/newshape/,REPRODUCIBILITY_SUPPORT,45947,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/newshape/label/,REPRODUCIBILITY_SUPPORT,10150,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/newshape/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10207,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/polar/,REPRODUCIBILITY_SUPPORT,207391,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/polar/angularaxis/,REPRODUCIBILITY_SUPPORT,18874,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/polar/radialaxis/,REPRODUCIBILITY_SUPPORT,38109,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/polar/radialaxis/title/,REPRODUCIBILITY_SUPPORT,10183,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/scene/,REPRODUCIBILITY_SUPPORT,437754,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/scene/annotation/,REPRODUCIBILITY_SUPPORT,25730,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/scene/annotation/hoverlabel/,REPRODUCIBILITY_SUPPORT,10310,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/scene/camera/,REPRODUCIBILITY_SUPPORT,11522,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/scene/xaxis/,REPRODUCIBILITY_SUPPORT,37972,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/scene/xaxis/title/,REPRODUCIBILITY_SUPPORT,10158,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/scene/yaxis/,REPRODUCIBILITY_SUPPORT,37972,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/scene/yaxis/title/,REPRODUCIBILITY_SUPPORT,10158,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/scene/zaxis/,REPRODUCIBILITY_SUPPORT,37972,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/scene/zaxis/title/,REPRODUCIBILITY_SUPPORT,10158,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/selection/,REPRODUCIBILITY_SUPPORT,4403,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/shape/,REPRODUCIBILITY_SUPPORT,45462,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/shape/label/,REPRODUCIBILITY_SUPPORT,10131,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/shape/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10192,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/slider/,REPRODUCIBILITY_SUPPORT,46637,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/slider/currentvalue/,REPRODUCIBILITY_SUPPORT,10187,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/smith/,REPRODUCIBILITY_SUPPORT,84660,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/smith/imaginaryaxis/,REPRODUCIBILITY_SUPPORT,10222,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/smith/realaxis/,REPRODUCIBILITY_SUPPORT,10197,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/template/,REPRODUCIBILITY_SUPPORT,55627,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/template/data/,REPRODUCIBILITY_SUPPORT,5811,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/ternary/,REPRODUCIBILITY_SUPPORT,263011,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/ternary/aaxis/,REPRODUCIBILITY_SUPPORT,31973,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/ternary/aaxis/title/,REPRODUCIBILITY_SUPPORT,10168,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/ternary/baxis/,REPRODUCIBILITY_SUPPORT,31973,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/ternary/baxis/title/,REPRODUCIBILITY_SUPPORT,10168,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/ternary/caxis/,REPRODUCIBILITY_SUPPORT,31973,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/ternary/caxis/title/,REPRODUCIBILITY_SUPPORT,10168,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/title/,REPRODUCIBILITY_SUPPORT,27586,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/title/subtitle/,REPRODUCIBILITY_SUPPORT,10138,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/updatemenu/,REPRODUCIBILITY_SUPPORT,27083,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/xaxis/,REPRODUCIBILITY_SUPPORT,126604,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/xaxis/rangeselector/,REPRODUCIBILITY_SUPPORT,21311,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/xaxis/rangeslider/,REPRODUCIBILITY_SUPPORT,4180,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/xaxis/title/,REPRODUCIBILITY_SUPPORT,10127,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/yaxis/,REPRODUCIBILITY_SUPPORT,77639,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/layout/yaxis/title/,REPRODUCIBILITY_SUPPORT,10127,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/mesh3d/,REPRODUCIBILITY_SUPPORT,155387,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/mesh3d/colorbar/,REPRODUCIBILITY_SUPPORT,32999,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/mesh3d/colorbar/title/,REPRODUCIBILITY_SUPPORT,10145,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/mesh3d/hoverlabel/,REPRODUCIBILITY_SUPPORT,17375,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/mesh3d/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10158,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/ohlc/,REPRODUCIBILITY_SUPPORT,64741,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/ohlc/decreasing/,REPRODUCIBILITY_SUPPORT,4395,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
